_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3184542,324272414,23172210,4,2023-10-29T17:27:00,"7200 Block Felicia Way Pittsburgh, PA 15208",N,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault.,1303,9,2,-79.8964467454684,40.45693321395519
3184543,324284710,23172404,0,2023-10-30T02:30:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,99,9998 Overdose Other,1303,9,2,-79.89564758083468,40.454024491261066
3184544,324366535,23172818,6,2023-10-28T11:00:00,"1000 Block Rothpletz St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,1,1,-80.0233996354716,40.47638956018558
3184545,324979918,23177506,14,2023-11-08T01:40:00,"27th St & Jane St Pittsburgh, PA 15222",N,Marshall-Shadeland,3,CRIM MISCHIEF,3304 Criminal Mischief.,2715,3,3,-79.96789417167479,40.42538800063103
3184546,325111771,23174739,6,2023-11-01T18:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.99688178462712,40.43480407292362
3184547,325206950,23179144,0,2023-11-11T10:08:00,"1300 Block Arch St Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.00889251270358,40.45660365844132
3184548,325211635,23178548,14,2023-11-10T03:50:00,"2400 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1408,5,3,-79.91543145560456,40.43245698334897
3184549,323660357,23166240,3,2023-10-19T16:30:00,"400 Block Parklow St Pittsburgh, PA 15210",Y,Knoxville,3,ROBBERY,3701 Robbery. / 2706 Terroristic Threats.,3001,3,5,-79.9955694203358,40.41298892084298
3184550,323729213,23167048,4,2023-10-21T01:24:00,"1100 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,2,AGG-ASSAULT,2702 Aggravated Assault. / 3502 Burglary.,201,6,1,-80.02126517549037,40.454211980861444
3184551,323729488,23167086,18,2023-10-21T02:07:00,"Hot Metal St & E Carson St Pittsburgh, PA 15203",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3112 Traffic-Control Signals.,201,3,3,-79.96453138901941,40.425423673597024
3184552,323748138,23167267,4,2023-10-21T12:53:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 6106 Firearms not to be Carried without a License. / 3736 Reckless Driving / 3742 Accidents Involving Death or Personal Injury / 3714 Careless Driving,2901,4,3,-79.98652355758374,40.39319983122647
3184553,323765858,23167678,4,2023-10-22T03:30:00,"1200 Block Dickson St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 3304 Criminal Mischief. / 8106 Shots Fired,2715,1,1,-80.02807904414419,40.47021429472768
3184554,323777693,23167803,29,2023-10-22T10:06:00,"3100 Block Bergman St Pittsburgh, PA 15204",N,Sheraden,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2018,2,5,-80.05487058859758,40.45689372734524
3184555,324250219,23171897,14,2023-10-29T03:00:00,"E Carson St & S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 8106 Shots Fired,1702,3,3,-79.98414904704178,40.42880714577045
3184556,-3533165276,23171977,14,2023-10-29T07:54:00,"800 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1915,4,5,-80.01241499339191,40.41849774794243
3184557,324284435,23172395,6,2023-10-29T14:45:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503(a) Criminal Trespass,2715,,,-79.88299772238544,40.44622031994139
3184558,324443895,23173202,99,2023-10-31T15:40:00,"Brownsville Rd & Biscayne Dr Pittsburgh, PA 15210",Y,Carrick,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2904,4,3,-79.98380180625861,40.38733238858871
3184559,324627003,23174544,0,2023-11-02T22:21:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.99204184514898,40.46535964895462
3184560,325105996,23176494,27,2023-11-06T15:55:00,"West End Brg & Western Ave Pittsburgh, PA 15223",N,Crawford-Roberts,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,6,1,-80.0251278574358,40.44973927471264
3184561,325108979,23178238,6,2023-11-09T16:50:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00207710815553,40.44123639882767
3184562,325114006,23178329,15,2023-11-09T19:05:00,"Liberty Ave & 7th St Pittsburgh, PA 15222",Y,Central Business District,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License.,201,6,6,-79.99989388893043,40.44244524079479
3184563,325118608,23178354,10,2023-11-09T20:19:00,"3000 Block Terrace St Pittsburgh, PA 15213",N,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2903 False Imprisonment.,510,,,,
3184564,325127733,23178405,27,2023-11-09T22:51:00,"Federal St N & W North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2204,1,1,-80.00663566906515,40.455456987738444
3184565,323660707,23166182,10,2023-10-19T14:58:00,"4th Ave & Wood St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-80.00130487442267,40.43938698691589
3184566,323717773,23166821,99,2023-10-20T15:00:00,"5800 Block Alderson St Pittsburgh, PA 15217",N,Squirrel Hill South,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1414,,,,
3184567,323718216,23166836,10,2023-10-20T14:19:00,"7300 Block Bennett St Pittsburgh, PA 15208",N,Homewood South,5,HARRASSMENT,2709(a) Harassment.,1303,9,2,-79.89444000251466,40.455824939779866
3184568,323718698,23166838,10,2023-10-20T18:16:00,"300 Block N Atlantic Ave Pittsburgh, PA 15224",Y,Garfield,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,9,2,-79.9378304823934,40.46669405395046
3184569,323886838,23168654,3,2023-10-23T20:30:00,"100 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-80.00369851158025,40.44092566469931
3184570,323886994,23168590,4,2023-10-23T18:38:00,"2500 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,AGG-ASSAULT,2702 Aggravated Assault.,2614,6,1,-80.00837799365422,40.469582827589136
3184571,323894718,23168702,6,2023-10-23T23:30:00,"1400 Block Olivant St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701 Simple Assault.",1203,9,2,-79.89918121775551,40.46849230249187
3184572,323906438,23168721,0,2023-10-24T00:55:00,"1200 Block Linden Pl Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2304,1,1,-80.0006265617739,40.45717761239977
3184573,323913454,23166640,0,2023-10-17T20:00:00,"600 Block Broadhead Ave Crafton, PA 15205",N,Outside City,OSC,99,7507.1 Invasion Privacy - Victim Full or Part Nude,5599,,,-80.07346015937968,40.43586269373632
3184574,323934037,23168852,0,2023-10-24T08:53:00,"6300 Block Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Suspicious Activity,1408,5,3,-79.91822155717702,40.43229244570006
3184575,323948533,23168946,27,2023-10-24T12:20:00,"Bigelow Blvd & Bloomfield Brg Pittsburgh, PA 15213",N,Polish Hill,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,605,7,6,-79.95790763684636,40.458807116541294
3184576,323949025,23168942,99,2023-10-23T14:34:00,"3100 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2715,1,1,-80.02883290088623,40.47393592552422
3184577,323661067,23166319,0,2023-10-19T18:45:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): ,1106,9,2,-79.90861667551917,40.470305633259095
3184578,323721309,23166830,0,2023-10-20T18:05:00,"400 Block 56th St Pittsburgh, PA 15201",Y,Central Business District,2,99,3503(b.1) Criminal Trespass - Simple Trespasser,201,,,,
3184579,323729601,23167022,18,2023-10-21T00:07:00,"S 11th St & Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility.,1702,3,3,-79.98752841920215,40.429401452327426
3184580,323730062,23167122,26,2023-10-21T03:47:00,"600 Block Noblestown Rd Pittsburgh, PA 15106",N,Westwood,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2811,2,5,-80.03966593254377,40.43723612503076
3184581,324233805,23171463,0,2023-10-28T12:33:00,"9th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,8106 Shots Fired,201,6,6,-79.99834797103081,40.44375079055259
3184582,324247353,23171715,10,2023-10-28T21:14:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 13(a)(32) Paraphernalia - Use or Possession,2107,,,,
3184583,324520995,23173733,99,2023-11-01T14:03:00,"Anderson St & Lacock St Pittsburgh, PA 15212",Y,North Shore,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2205,1,6,-80.00098354797736,40.44968208535703
3184584,324551777,23173954,10,2023-11-01T20:39:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2304,1,1,-79.99867967214155,40.45221882271537
3184585,324633834,23174673,99,2023-11-03T05:10:00,"Banksville Rd & Potomac Ave Pittsburgh, PA 15216",N,Banksville,6,MENTAL 201/302,9498 302 (Mental),2023,2,5,-80.04087196571436,40.40332758572355
3184586,324688549,23175157,6,2023-11-03T22:00:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1115,,,,
3184587,-3533175306,23175205,99,2023-11-04T02:32:00,"200 Block Becks Run Rd Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2902,,,,
3184588,323863396,23168344,0,2023-10-23T12:20:00,"Enterprise St & Tangent Way Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): Nonreportable collision. ,1208,9,2,-79.91402935119648,40.46004508244018
3184589,324950452,23177377,18,2023-11-08T04:04:00,"300 Block Mc Kinley St Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,3001,3,5,-79.99396956905645,40.409102453272396
3184590,325212859,23178561,0,2023-11-09T14:30:00,"Wightman St & Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Harassment ,1413,5,3,-79.92756429187293,40.432615442261145
3184591,325213253,23179236,11,2023-11-11T13:00:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,CREDIT CARDS,4106 Access Device Fraud,201,6,6,-80.00207710815553,40.44123639882767
3184592,325253754,23174306,10,2023-11-02T14:18:00,"Fort Duquesne Blvd & 6th St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2902 Unlawful Restraint.,201,6,6,-80.0027644838971,40.44407025684121
3184593,325261074,23179808,6,2023-11-12T16:00:00,"1700 Block W North Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2108,,,,
3184594,325261329,23179773,99,2023-11-12T14:41:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,ACCIDENTAL FIRE,9018 Accidental Fire,1918,4,5,-80.02169562687736,40.39459113465609
3184595,325273318,23179964,3,2023-11-12T22:03:00,"1000 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,ROBBERY,3701 Robbery.,1201,9,2,-79.88700326161087,40.486950652185165
3184596,323970040,23169071,99,2023-10-24T15:30:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),103,6,6,-79.99459104985328,40.435334670473395
3184597,323973860,23169041,26,2023-10-24T15:31:00,"W Carson St & West End Brg Ramp Pittsburgh, PA 15219",Y,South Shore,3,DUI - GENERAL IMPAIRMENT,4703 Operation of Vehicle without Official Certif. of Inspection / 3742 Accidents Involving Death or Personal Injury / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 4706 Prohib. on Expend. for Emission Insp Prog..,1921,,,,
3184598,323978365,23169211,10,2023-10-24T19:55:00,"5300 Block Broad St Pittsburgh, PA 15224",Y,Garfield,5,SIMPLE ASSAULT,2701 Simple Assault.,1017,9,2,-79.938230195682,40.46587068960063
3184599,324063372,23169893,10,2023-10-25T22:16:00,"E Carson St & S 7th St Pittsburgh, PA 15203",Y,South Side Flats,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 3332 Limitations on Turning Around. / 1786 Required Financial Responsibility. / 1501 Drivers Required to be Licensed.,1702,3,3,-79.99224213517516,40.42862565812239
3184600,324351042,23172567,99,2023-10-30T15:26:00,"3700 Block Childs St Pittsburgh, PA 15213",N,South Oakland,4,MENTAL 201/302,9498 302 (Mental),409,3,3,-79.95260350268985,40.43016249313741
3184601,324359645,23172709,99,2023-10-30T17:35:00,"1600 Block Hybla St Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2703,,,,
3184602,324364531,23172782,10,2023-10-30T19:45:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,SIMPLE ASSAULT,2701 Simple Assault. / 13(a)(31) Marijuana: Possession Small Amount,2205,1,1,-80.00963634854578,40.454910356150975
3184603,324460663,23173456,99,2023-11-01T00:29:00,"500 Block Cabot Way Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1702,3,3,-79.99484692129806,40.42911914972915
3184604,324523592,23173719,27,2023-11-01T13:30:00,"Atwood St & 5th Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.95847164683754,40.44177660992007
3184605,323949388,23168977,99,2023-10-24T13:15:00,"1100 Block Reddour St Pittsburgh, PA 15212",N,Central North Side,1,LOST PROPERTY,9504 Lost Property,2206,1,1,-80.00763146388542,40.455308227629104
3184606,323952012,23168959,6,2023-10-23T09:00:00,"8600 Block Bricelyn St Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,9,2,-79.87435922741766,40.457864773488616
3184607,323954618,23168868,4,2023-10-24T10:03:00,"Geyer Ave & Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AGG-ASSAULT,2702 Aggravated Assault.,2715,1,1,-80.0319048768347,40.474807566594876
3184608,323967083,23169106,27,2023-10-24T15:10:00,"5500 Block Covode St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.9302855336999,40.43130858679031
3184609,323977969,23168217,99,2023-10-19T07:18:00,"900 Block Lysle St Pittsburgh, PA 15212",N,California-Kirkbride,1,TERROR RELATED REPORT - MISC.,8100 Terrorism Related Report - Misc.,2507,6,1,-80.01914149668465,40.45966561691585
3184610,323981527,23169272,10,2023-10-24T22:35:00,"2600 Block Centre Ave Pittsburgh, PA 15219",Y,Terrace Village,2,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",201,6,3,-79.96837961650861,40.44650607150782
3184611,323985692,23169352,99,2023-10-25T03:10:00,"1000 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1919,4,5,-80.01770384629265,40.392119552475144
3184612,323999828,23168938,6,2023-10-24T11:40:00,"100 Block Robinson St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,402,6,3,-79.96544804984292,40.438763560427354
3184613,324008012,23168952,6,2023-10-24T11:40:00,"100 Block Burrows St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,402,,,,
3184614,324240877,23171617,10,2023-10-28T18:20:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,1,1,-80.0298823835126,40.468019530879225
3184615,324241622,23171634,0,2023-10-28T18:30:00,"700 Block THORN St Sewickly, PA 15143",Y,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.17976649245077,40.53745195070025
3184616,324245247,23171732,15,2023-10-28T22:03:00,"10 Block Auburn St Pittsburgh, PA 15206",Y,Larimer,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 4302 Periods for Requiring Lighted Lamps. / 3334 Turning Movements and Required Signals.,1208,9,2,-79.91635865105529,40.46324714283835
3184617,324251276,23171948,0,2023-10-29T05:15:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9994 PFA Service,1803,3,5,-79.99370505437578,40.42180225515111
3184618,324759178,23174061,14,2023-11-02T01:54:00,"600 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief.,1803,3,5,-79.99720708934294,40.42155997819978
3184619,324759404,23176179,0,2023-11-06T00:15:00,"400 Block Kingsboro St Pittsburgh, PA 15211",Y,Mount Washington,3,99,9093 Indirect Criminal Contempt,1807,3,5,-80.00054180383827,40.421619727062634
3184620,324837647,23176652,8,2023-11-06T19:03:00,"6500 Block Navarro St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,DANGEROUS BURNING,3301(d.1) Dangerous Burning,1203,,,,
3184621,324921800,23177062,5,2023-11-06T17:01:00,"1600 Block Hatteras St Pittsburgh, PA 15212",N,Troy Hill,1,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,2406,1,1,-79.98433312238889,40.46330973653619
3184622,325062391,23178016,0,2023-11-08T11:15:00,"6500 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): Possible Harassment,1403,,,,
3184623,325190978,23178781,0,2023-11-10T18:50:00,"2900 Block Marshall Rd Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2607,1,1,-80.01444512120334,40.474804819599
3184624,325192352,23178797,27,2023-11-10T17:30:00,"4400 Block Browns Hill Rd Pittsburgh, PA 15207",N,Crawford-Roberts,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,305,,,,
3184625,325194316,23178874,10,2023-11-10T20:48:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",509,6,3,-79.97383970648434,40.45098330417301
3184626,325195317,23178881,18,2023-11-10T21:09:00,"Middle St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2304,1,1,-79.99916240964956,40.45376016816286
3184627,324551956,23173990,17,2023-11-01T22:08:00,Zone 1,N,,1,INDECENT ASSAULT WITHOUT CONSENT,3126(a)(1) Indecent assault without consent,,,,,
